@relation cmc
@attribute WifeAge numeric
@attribute WifeEducation {1,2,3,4}
@attribute HusbandEducation {1,2,3,4}
@attribute Children numeric
@attribute WifeReligion {1,0}
@attribute WifeWorking {1,0}
@attribute HusbandOccupation {1,2,3,4}
@attribute SOL {1,2,3,4}
@attribute Media {1,0}
@attribute Class{L,Other}

@data
38,4,3,9,1,1,3,3,0,Other
39,4,4,3,1,0,1,4,0,Other
35,2,2,6,1,0,2,2,1,Other
30,2,3,7,1,1,3,3,0,Other
17,3,4,1,1,1,3,3,0,Other
32,2,4,3,1,1,3,4,0,Other
43,4,4,5,0,1,1,4,0,Other
31,2,2,4,1,1,3,3,0,Other
24,1,2,3,1,1,3,2,0,Other
26,2,4,3,1,1,1,3,0,Other
35,3,4,4,1,0,1,4,0,Other
46,3,4,4,1,0,3,4,0,Other
29,2,3,3,1,1,3,3,0,Other
21,3,4,1,1,0,3,4,0,Other
31,4,4,5,1,0,1,4,0,Other
24,4,4,2,1,1,3,3,0,Other
24,2,4,3,1,1,3,3,0,Other
36,4,4,4,1,1,1,3,0,Other
37,2,3,9,1,1,3,3,0,Other
37,3,3,6,1,1,3,3,0,Other
37,3,3,11,1,1,1,2,0,Other
44,4,4,4,0,1,2,3,0,Other
35,2,3,6,1,1,2,3,0,Other
25,4,4,3,1,1,3,3,0,Other
21,4,4,2,1,1,2,3,0,Other
24,1,2,3,1,1,3,2,0,Other
16,2,3,1,1,1,3,1,0,Other
21,3,2,1,1,1,3,1,1,Other
25,2,4,2,1,1,2,4,0,Other
26,4,4,1,1,0,2,4,0,Other
43,4,4,2,1,1,1,4,0,Other
24,4,4,1,1,1,1,4,0,Other
30,3,4,3,0,1,3,3,0,Other
30,2,3,3,1,1,3,3,0,Other
26,4,4,2,1,1,3,3,0,Other
29,2,4,4,1,1,3,2,0,Other
24,3,4,4,1,1,3,1,0,Other
29,3,3,2,1,1,3,2,0,Other
29,1,2,1,1,1,3,3,0,Other
22,4,4,1,1,1,2,4,0,Other
30,3,3,4,1,0,3,2,0,Other
24,4,4,1,1,1,2,3,0,Other
25,4,4,2,1,1,1,2,0,Other
44,4,4,5,1,0,1,4,0,Other
28,2,3,3,1,1,2,4,0,Other
22,3,3,1,1,1,3,2,0,Other
30,2,2,6,1,0,2,3,0,Other
25,3,4,3,1,1,2,4,0,Other
25,4,4,2,1,1,3,3,0,Other
33,4,4,2,1,0,1,4,0,Other
33,3,3,4,1,0,2,3,0,Other
26,3,3,2,1,0,2,2,0,Other
29,3,4,5,1,1,3,3,0,Other
32,3,3,4,1,1,2,1,0,Other
30,4,4,1,1,0,3,2,0,Other
37,4,4,1,0,1,1,4,0,Other
31,1,2,4,1,1,3,3,0,Other
36,1,2,4,1,1,3,1,1,Other
36,2,2,7,1,0,2,2,1,Other
26,3,4,2,1,0,2,4,0,Other
36,4,4,3,1,1,1,4,0,Other
28,4,4,1,1,1,2,4,0,Other
33,4,4,5,1,1,3,3,0,Other
25,3,4,2,1,0,2,4,0,Other
31,4,4,2,0,1,1,4,0,Other
38,4,4,4,1,0,1,4,0,Other
35,1,2,5,1,1,3,3,0,Other
33,4,4,3,0,0,2,4,0,Other
30,2,2,2,1,1,3,2,0,Other
20,3,3,2,1,1,2,2,1,Other
18,3,3,1,1,1,2,2,0,Other
30,3,2,3,1,1,3,3,0,Other
35,2,3,6,1,0,3,2,0,Other
22,3,3,2,1,1,3,1,0,Other
28,2,4,7,1,1,3,3,0,Other
21,3,3,1,1,1,3,1,0,Other
27,3,4,4,1,1,3,4,0,Other
30,3,4,3,1,1,3,3,0,Other
25,3,4,2,1,1,3,3,0,Other
26,4,4,3,1,1,3,2,0,Other
37,2,4,5,1,1,1,4,0,Other
47,1,3,9,1,0,3,3,0,Other
36,1,1,5,1,1,3,3,0,Other
36,2,3,6,1,1,2,4,0,Other
36,4,4,3,1,1,2,4,0,Other
28,4,4,4,1,1,3,4,0,Other
21,4,4,2,1,1,3,3,0,Other
25,4,4,2,1,1,2,3,0,Other
30,3,4,3,1,1,3,4,0,Other
22,3,3,3,1,1,3,3,0,Other
23,4,3,2,1,0,2,3,0,Other
36,3,4,9,1,1,3,4,0,Other
28,4,3,2,1,1,3,2,0,Other
46,2,2,5,1,1,2,4,0,Other
47,4,4,5,1,1,3,2,0,Other
41,1,4,5,1,0,2,4,0,Other
44,4,4,5,1,1,3,4,0,Other
34,2,3,3,0,1,3,2,1,Other
37,2,3,6,1,1,3,4,0,Other
34,4,4,2,0,1,1,4,0,Other
22,2,4,2,1,1,3,2,0,Other
33,2,3,4,1,1,2,3,0,Other
21,3,4,3,1,1,3,1,0,Other
31,4,4,4,1,0,3,4,0,Other
41,4,3,5,1,0,3,4,0,Other
30,4,3,4,1,1,3,3,0,Other
32,2,4,5,1,1,3,4,0,Other
27,4,4,2,0,0,2,4,0,Other
26,4,4,1,0,0,2,4,0,Other
42,4,4,5,0,1,2,4,0,Other
24,4,4,1,1,1,1,3,0,Other
37,4,4,6,1,1,1,4,0,Other
30,2,3,5,1,0,3,4,0,Other
27,4,4,1,1,1,1,4,0,Other
34,2,4,6,1,1,3,3,0,Other
32,3,4,5,0,1,1,4,0,Other
28,4,4,1,0,0,2,4,0,Other
29,3,3,1,0,0,2,4,0,Other
42,4,4,3,0,1,2,4,0,Other
21,2,2,0,0,1,4,4,0,Other
22,4,4,2,1,1,3,4,0,Other
36,4,4,3,0,1,3,4,0,Other
45,2,3,3,0,0,2,4,0,Other
34,4,4,2,0,0,2,4,0,Other
35,2,3,5,1,1,3,3,0,Other
19,4,4,1,1,1,2,3,0,Other
27,4,4,4,1,1,3,3,0,Other
37,2,4,4,1,0,2,3,0,Other
26,3,2,4,1,1,3,4,0,Other
28,1,3,5,1,1,3,4,0,Other
31,3,4,5,1,1,1,4,0,Other
32,2,2,6,1,1,2,3,0,Other
40,2,2,4,0,0,2,4,0,Other
27,3,3,5,1,1,2,4,0,Other
27,2,2,3,1,1,2,2,1,Other
37,4,4,5,0,0,2,4,0,Other
22,4,3,1,1,1,2,2,0,Other
27,4,4,4,1,1,1,2,1,Other
21,4,4,1,0,1,2,4,0,Other
30,1,3,2,1,1,3,4,0,Other
23,2,2,1,1,1,2,4,0,Other
25,2,4,3,1,1,1,3,0,Other
42,2,4,6,1,1,2,4,0,Other
29,4,4,3,1,1,1,4,0,Other
33,4,4,2,1,0,2,4,0,Other
33,4,4,3,1,1,1,4,0,Other
39,3,3,8,1,0,1,4,0,Other
33,3,3,4,1,0,2,2,0,Other
17,3,3,1,1,1,2,4,0,Other
